dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
loop_seattle/D/short,Chronos-2,18.49518188854489,18.49518188854489,2.945795036764706,0.8877604452918465,0.054490638000677244,0.05431893961840493,7.093401860268932,4.300602502969194,0.07685751850996846,0.052645297120206415,0.042448193010935185,Transport,1
loop_seattle/H/long,Chronos-2,60.37068283453733,60.37068283453733,4.181222318971448,0.8735345852417211,0.12331930973458462,0.09723127566541967,6.758270331885551,7.769857323949863,0.1388577527389141,0.07472404070079071,0.05933858722158785,Transport,1
loop_seattle/H/medium,Chronos-2,68.24554308565531,68.24554308565531,4.435131659571724,0.9076093962599161,0.1153957118928986,0.10154155026525413,7.288989500176872,8.261086071798024,0.14601375510291262,0.07839044677196205,0.06281535872065858,Transport,1
loop_seattle/H/short,Chronos-2,58.21938014298517,58.21938014298517,4.065773720109581,0.8250143479307347,0.11093648274739583,0.09368553532503072,6.746109670181771,7.630162524021698,0.13506163588996406,0.07196832938585822,0.05766227430781137,Transport,1
m4_daily/D/short,Chronos-2,366856.0178444692,366856.0178444692,187.08370984571968,3.419271586278344,0.03769884951040765,0.031085941330554773,25.388629343583204,605.686402228471,0.09356181072244804,0.028899263026935136,0.022945916854759427,Econ/Fin,1
m4_hourly/H/short,Chronos-2,1487109.9774557166,1487109.9774557166,222.1364231078905,0.7884232659057172,0.0983312732739533,0.08467229821639745,5.530164495328659,1219.4711876283575,0.16648473415397755,0.030326524908683,0.023215974823091404,Econ/Fin,1
m4_monthly/M/short,Chronos-2,1788827.632925926,1788827.632925926,541.8757770543981,0.903217352832543,0.1552360033105921,0.128430229222333,7.411150271333955,1337.4706101166955,0.27797230879386525,0.11262038932888294,0.08985216836466069,Econ/Fin,1
m4_quarterly/Q/short,Chronos-2,1714437.684,1714437.684,548.0652265625,1.1542560705399063,0.1132428429921468,0.09991071987152099,8.788063496846688,1309.3653745230931,0.21916470652015863,0.09173646781153375,0.07320823429107878,Econ/Fin,1
m4_weekly/W/short,Chronos-2,254358.4349689308,254358.4349689308,251.72085922434113,2.02628121593723,0.06053978670887347,0.05966463123727769,14.571456668314367,504.33960281632733,0.09188285971128889,0.045859639547161234,0.03674363864157218,Econ/Fin,1
m4_yearly/A/short,Chronos-2,3443777.201590203,3443777.201590203,862.5352753837672,3.2361825352858733,0.16316434131240523,0.14555810283152684,27.968301187299257,1855.741685038681,0.29757678119657,0.13831152955528317,0.111543749102192,Econ/Fin,1
m_dense/D/short,Chronos-2,6930.688888888889,6930.688888888889,39.78548611111111,0.6150854754190758,0.1107411875912134,0.08871422661675347,6.180143266910618,83.250759088965,0.14411937838338387,0.06887456150263639,0.057821470734883224,Transport,1
m_dense/H/long,Chronos-2,36285.14765432099,36285.14765432099,79.24003086419754,0.6824050396489317,0.2785773710583145,0.19208964783468363,7.31249086395161,190.48660754583506,0.32976047670281394,0.1371762072325005,0.1133079726778582,Transport,1
m_dense/H/medium,Chronos-2,39619.293333333335,39619.293333333335,80.905859375,0.6970900925375951,0.2804773785363389,0.19406134711371528,8.459217312139414,199.04595784223636,0.34631481986063417,0.14076597394321705,0.11721631317369591,Transport,1
m_dense/H/short,Chronos-2,46501.24444444444,46501.24444444444,87.80433159722222,0.781713995408606,0.2992745273058887,0.20855792575412327,8.266028130014432,215.64147199563547,0.3824942369095682,0.15574300481641093,0.1283405502433509,Transport,1
restaurant/D/short,Chronos-2,137.94775614084244,137.94775614084244,7.066059295320819,0.6776595370625726,0.6683491779618473,0.38976390664401794,4.546086017289033,11.745116267659611,0.5405374637986634,0.3251964206655548,0.2543246092294533,Sales,1
saugeen/D/short,Chronos-2,1310.9584375,1310.9584375,13.425966796875,2.9834124400923168,0.27905431111653645,0.3306080627441406,26.012261534478686,36.207160030855775,1.172758540313552,0.4348702634943774,0.3493609624403107,Nature,1
saugeen/M/short,Chronos-2,394.7450241815476,394.7450241815476,12.348471505301339,0.723536495658706,0.35381516956147696,0.3544542902991885,4.29725689632799,19.86819126597959,0.5965027058202548,0.3707381596566985,0.2872324741828958,Nature,1
saugeen/W/short,Chronos-2,961.8529296875,961.8529296875,14.63895263671875,1.1875833278434742,0.3702629566192627,0.3817787170410156,7.879954986137159,31.013753879327474,0.9361759495693607,0.4418889579992454,0.34686226133847486,Nature,1
solar/10T/long,Chronos-2,19.23235613721614,19.23235613721614,1.8166723494208739,0.7941239726053174,3.5173645623054024,1.441211769122567,3.818120671119489,4.385471027975917,0.9478493075369309,0.3926446252718286,0.29006620400278477,Energy,1
solar/10T/medium,Chronos-2,19.42522395487724,19.42522395487724,1.8085002626631277,0.7899656500667791,3.620400844569428,1.441321532501106,3.6594001896293933,4.407405580937298,0.9780207642000411,0.4013133750603495,0.29022404279507985,Energy,1
solar/10T/short,Chronos-2,18.993281915298052,18.993281915298052,1.7785098333428375,0.7784342503824689,4.95596794503629,1.4938188761690236,3.345156606542752,4.358128258243217,1.2677790383669734,0.5173683179187785,0.3859580534483757,Energy,1
solar/D/short,Chronos-2,115518.37274939172,115518.37274939172,246.50973236009733,0.9610008143028058,1.0288868850745134,0.42358564762013384,4.821040670497025,339.8799387274744,0.4910107468669106,0.35612260096688486,0.266607200888623,Energy,1
solar/H/long,Chronos-2,863.2689375506894,863.2689375506894,13.061734590429847,0.9951096739685439,4.7256056823511985,1.4152125152068127,4.769305578292617,29.381438656925727,1.0187080243859727,0.4528741425850578,0.3396900582695741,Energy,1
solar/H/medium,Chronos-2,917.9939781021898,917.9939781021898,14.019875304136253,1.0693943523681286,3.7866529688614436,1.4422406050410583,4.416687057144223,30.298415438801246,1.09141964095334,0.5050286310040903,0.36297925188459823,Energy,1
solar/H/short,Chronos-2,772.562908182866,772.562908182866,12.760016237274298,0.9844577475332202,3.8046338085005247,1.423929264060299,4.149593147517625,27.795015887436833,1.0245335712254053,0.47033846130585366,0.3462130094907792,Energy,1
solar/W/short,Chronos-2,1365023.299270073,1365023.299270073,931.693772810219,1.0123458246669514,0.20600950978968266,0.18294669937913435,7.145382261082743,1168.3421156793386,0.2384878358046343,0.19018199252448056,0.13870243020271988,Energy,1
sz_taxi/15T/long,Chronos-2,15.539048032407408,15.539048032407408,2.702750233707265,0.5097233936474667,6160711490300.354,0.4007208060674858,4.202062870264974,3.9419599227297337,0.3648607885668546,0.25016174717646755,0.20111065809505738,Transport,1
sz_taxi/15T/medium,Chronos-2,16.26090077457265,16.26090077457265,2.7383766109107905,0.5346223799157326,9442351611960.014,0.4037479498447516,4.004753579868697,4.0324807221575965,0.3752896393628863,0.25485165126805776,0.2020288543113543,Transport,1
sz_taxi/15T/short,Chronos-2,16.578431889833258,16.578431889833258,2.7196888533558456,0.5429398753552315,1163949985076.9463,0.39440400958497884,3.8454181564168928,4.071662054963951,0.38071781591647613,0.25430253941622627,0.2001496307577382,Transport,1
sz_taxi/H/short,Chronos-2,7.197291186732104,7.197291186732104,1.8412136501736112,0.5603278951066386,0.9449468759390024,0.2947785467164129,3.896584220508918,2.6827767679648833,0.24991721105031078,0.1715204134364916,0.1353093467050623,Transport,1
temperature_rain/D/short,Chronos-2,178.7010383967318,178.7010383967318,5.6377336581088375,1.3102429840566732,19.851612468792222,1.4950144504601448,18.279545675244645,13.36791077157279,1.5737565167737806,0.6637103011751919,0.5387614883878814,Nature,1
us_births/D/short,Chronos-2,136457.62666666668,136457.62666666668,221.83609375,0.32657256102272725,0.021253010431925456,0.021217021942138672,2.5987014645137263,369.40171448799026,0.03462841321123049,0.0207953336929897,0.016516423276982047,Healthcare,1
us_births/M/short,Chronos-2,43295656.0,43295656.0,5612.541666666667,0.6328374062505758,0.017351916680733364,0.01754515866438548,3.6498563216851756,6579.943464802718,0.020437259540189448,0.017432516150841005,0.012520092252886573,Healthcare,1
us_births/W/short,Chronos-2,1955762.5714285714,1955762.5714285714,1076.337123325893,0.9789677198038242,0.014646285346576146,0.014642353568758284,5.710766410140946,1398.4858138102693,0.01898430779475114,0.014611170909530551,0.011395826425098727,Healthcare,1
